ZIPCODE	SIDO	GUGUN	DONG	RI	BLDG	BUNJI	SEQ
120-170	서울	서대문구	대현동				4327
120-704	서울	서대문구	미근동		경찰청		4328
120-705	서울	서대문구	미근동		임광빌딩		4329
120-020	서울	서대문구	미근동				4330
120-150	서울	서대문구	봉원동				4331
120-765	서울	서대문구	북가좌1동		한양아파트		4332
120-811	서울	서대문구	북가좌1동			104∼106	4333
120-811	서울	서대문구	북가좌1동			114∼257	4334
120-816	서울	서대문구	북가좌1동			348∼389	4335
120-817	서울	서대문구	북가좌1동			390∼447	4336
120-816	서울	서대문구	북가좌1동			455	4337
120-131	서울	서대문구	북가좌1동				4338
120-777	서울	서대문구	북가좌2동		가재울아이파크아파트	(101∼105동)	4339
120-766	서울	서대문구	북가좌2동		삼호아파트		4340
120-810	서울	서대문구	북가좌2동			1∼103	4341
120-813	서울	서대문구	북가좌2동			107∼113	4342
120-812	서울	서대문구	북가좌2동			273∼299	4343
120-813	서울	서대문구	북가좌2동			300∼306	4344
120-814	서울	서대문구	북가좌2동			307∼329	4345
120-815	서울	서대문구	북가좌2동			330∼342	4346
120-814	서울	서대문구	북가좌2동			343∼347	4347
120-810	서울	서대문구	북가좌2동			448∼450	4348
120-813	서울	서대문구	북가좌2동			456	4349
120-812	서울	서대문구	북가좌2동			459	4350
120-132	서울	서대문구	북가좌2동				4351
120-130	서울	서대문구	북가좌동				4352
120-795	서울	서대문구	북아현동		두산아파트	(101∼106동)	4353
120-763	서울	서대문구	북아현동		추계예술대학교		4354
120-865	서울	서대문구	북아현동			1-(1∼500)	4355
120-866	서울	서대문구	북아현동			1-(501∼2000)	4356
120-818	서울	서대문구	북아현동			2∼3	4357
120-820	서울	서대문구	북아현동			4	4358
120-820	서울	서대문구	북아현동			5∼112	4359
120-819	서울	서대문구	북아현동			113∼117	4360
120-819	서울	서대문구	북아현동			119∼155	4361
120-821	서울	서대문구	북아현동			156∼159	4362
120-820	서울	서대문구	북아현동			160∼162	4363
120-821	서울	서대문구	북아현동			163∼170	4364
120-820	서울	서대문구	북아현동			171	4365
120-821	서울	서대문구	북아현동			172∼175	4366
120-818	서울	서대문구	북아현동			177∼207	4367
120-821	서울	서대문구	북아현동			208∼215	4368
120-822	서울	서대문구	북아현동			216∼251	4369
120-820	서울	서대문구	북아현동			301∼1006	4370
120-190	서울	서대문구	북아현동				4371
120-749	서울	서대문구	신촌동		연세대학교		4372
120-752	서울	서대문구	신촌동		연세의료원건물		4373
120-140	서울	서대문구	신촌동				4374
120-759	서울	서대문구	연희동		대림아파트	(1∼3동)	4375
120-712	서울	서대문구	연희동		대림통상빌딩		4376
120-733	서울	서대문구	연희동		대우아파트	(101∼107동)	4377
120-703	서울	서대문구	연희동		서대문구청		4378
120-734	서울	서대문구	연희동		성원아파트	(101∼108동)	4379
120-823	서울	서대문구	연희동			1∼76	4380
120-827	서울	서대문구	연희동			77∼78	4381
120-829	서울	서대문구	연희동			79∼80	4382
120-824	서울	서대문구	연희동			81∼86	4383
120-829	서울	서대문구	연희동			87∼88	4384
120-824	서울	서대문구	연희동			90	4385
120-829	서울	서대문구	연희동			91	4386
120-824	서울	서대문구	연희동			92	4387
120-829	서울	서대문구	연희동			93∼94	4388
120-824	서울	서대문구	연희동			95	4389
120-829	서울	서대문구	연희동			96∼99	4390
120-824	서울	서대문구	연희동			100∼101	4391
120-829	서울	서대문구	연희동			102	4392
120-824	서울	서대문구	연희동			103∼104	4393
120-825	서울	서대문구	연희동			105∼131	4394
120-827	서울	서대문구	연희동			132-(1∼17)	4395
120-825	서울	서대문구	연희동			132-(49∼56)	4396
120-827	서울	서대문구	연희동			132-(57∼80)	4397
120-825	서울	서대문구	연희동			133∼134	4398
120-830	서울	서대문구	연희동			135∼136	4399
120-825	서울	서대문구	연희동			137	4400
120-829	서울	서대문구	연희동			138-(1∼25)	4401
120-827	서울	서대문구	연희동			138-(26)	4402
120-829	서울	서대문구	연희동			138-(27∼64)	4403
120-827	서울	서대문구	연희동			138-(65∼66)	4404
120-829	서울	서대문구	연희동			138-(67∼80)	4405
120-829	서울	서대문구	연희동			139∼140	4406
120-826	서울	서대문구	연희동			141	4407
120-827	서울	서대문구	연희동			142	4408
120-826	서울	서대문구	연희동			143	4409
120-827	서울	서대문구	연희동			144∼148	4410
120-826	서울	서대문구	연희동			149	4411
120-827	서울	서대문구	연희동			150∼164	4412
120-826	서울	서대문구	연희동			165∼168	4413
120-827	서울	서대문구	연희동			169∼170	4414
120-826	서울	서대문구	연희동			171	4415
120-827	서울	서대문구	연희동			172∼186	4416
120-830	서울	서대문구	연희동			187-(1∼5)	4417
120-825	서울	서대문구	연희동			187-(6∼45)	4418
120-830	서울	서대문구	연희동			187-(46∼95)	4419
120-825	서울	서대문구	연희동			187-(96∼131)	4420
120-825	서울	서대문구	연희동			188∼193	4421
120-830	서울	서대문구	연희동			194	4422
120-827	서울	서대문구	연희동			195∼196	4423
120-824	서울	서대문구	연희동			197∼211	4424
120-830	서울	서대문구	연희동			212	4425
120-824	서울	서대문구	연희동			213∼217	4426
120-828	서울	서대문구	연희동			218∼221	4427
120-830	서울	서대문구	연희동			222∼236	4428
120-829	서울	서대문구	연희동			237∼271	4429
120-831	서울	서대문구	연희동			272∼275	4430
120-830	서울	서대문구	연희동			287∼356	4431
120-831	서울	서대문구	연희동			357∼437	4432
120-832	서울	서대문구	연희동			438∼560	4433
120-827	서울	서대문구	연희동			561∼600	4434
120-832	서울	서대문구	연희동			601∼685	4435
120-827	서울	서대문구	연희동			702∼723	4436
120-824	서울	서대문구	연희동			724∼733	4437
120-110	서울	서대문구	연희동				4438
120-768	서울	서대문구	영천동		삼호아파트		4439
120-070	서울	서대문구	영천동				4440
120-060	서울	서대문구	옥천동				4441
120-713	서울	서대문구	창천동		린나이빌딩		4442
120-180	서울	서대문구	창천동		서대문우체국		4443
120-706	서울	서대문구	창천동		현대백화점신촌점		4444
120-833	서울	서대문구	창천동			2∼29	4445
120-834	서울	서대문구	창천동			30∼72	4446
120-835	서울	서대문구	창천동			78∼116	4447
120-836	서울	서대문구	창천동			120∼515	4448
120-180	서울	서대문구	창천동				4449
120-040	서울	서대문구	천연동				4450
120-702	서울	서대문구	충정로2가		경기대학교		4451
120-722	서울	서대문구	충정로2가		골든타워빌딩		4452
120-731	서울	서대문구	충정로2가		대우디오빌		4453
120-707	서울	서대문구	충정로2가		사조산업빌딩		4454
120-732	서울	서대문구	충정로2가		진양빌딩		4455
120-721	서울	서대문구	충정로2가		충정빌딩		4456
120-012	서울	서대문구	충정로2가				4457
120-708	서울	서대문구	충정로3가		골든브릿지빌딩		4458
120-715	서울	서대문구	충정로3가		동아일보사건물		4459
120-751	서울	서대문구	충정로3가		아세아연합신학대학원		4460
120-756	서울	서대문구	충정로3가		종근당빌딩		4461
120-730	서울	서대문구	충정로3가		충정로대우디오빌		4462
120-723	서울	서대문구	충정로3가		충정타워빌딩		4463
120-709	서울	서대문구	충정로3가		케이원리트빌딩		4464
120-708	서울	서대문구	충정로3가		피어리스빌딩		4465
120-837	서울	서대문구	충정로3가			1∼120	4466
120-838	서울	서대문구	충정로3가			121∼185	4467
120-839	서울	서대문구	충정로3가			186∼190	4468
120-840	서울	서대문구	충정로3가			225∼365	4469
120-013	서울	서대문구	충정로3가				4470
120-030	서울	서대문구	합동				4471
120-796	서울	서대문구	현저동		극동아파트		4472
120-080	서울	서대문구	현저동				4473
120-773	서울	서대문구	홍은1동		극동아파트	(101∼106동)	4474
120-771	서울	서대문구	홍은1동		벽산아파트		4475
120-774	서울	서대문구	홍은1동		유원아파트	(1∼4동)	4476
120-760	서울	서대문구	홍은1동		유진상가		4477
120-779	서울	서대문구	홍은1동		풍림아이원아파트	(101∼107동)	4478
120-761	서울	서대문구	홍은1동		풍림아파트		4479
120-841	서울	서대문구	홍은1동			2∼9	4480
120-842	서울	서대문구	홍은1동			10∼11	4481
120-843	서울	서대문구	홍은1동			13∼24	4482
120-849	서울	서대문구	홍은1동			산1	4483
120-101	서울	서대문구	홍은1동				4484
120-710	서울	서대문구	홍은2동		그랜드힐튼호텔		4485
120-775	서울	서대문구	홍은2동		두산아파트	(101∼103동)	4486
120-776	서울	서대문구	홍은2동		명지전문대학		4487
120-772	서울	서대문구	홍은2동		현대아파트	(101∼203동)	4488
120-844	서울	서대문구	홍은2동			78∼185	4489
120-845	서울	서대문구	홍은2동			186∼202	4490
120-846	서울	서대문구	홍은2동			203∼272	4491
120-847	서울	서대문구	홍은2동			273∼320	4492
120-848	서울	서대문구	홍은2동			321∼431	4493
120-850	서울	서대문구	홍은2동			산3∼11	4494
120-851	서울	서대문구	홍은2동			산26	4495
120-102	서울	서대문구	홍은2동				4496
120-100	서울	서대문구	홍은동				4497
120-711	서울	서대문구	홍제1동		국민건강보험공단서대문지사		4498
120-782	서울	서대문구	홍제1동		한양아파트	(101∼110동)	4499
120-784	서울	서대문구	홍제1동		현대아파트		4500
120-789	서울	서대문구	홍제1동		홍제삼성래미안	(101∼106동)	4501
120-853	서울	서대문구	홍제1동			25	4502
120-853	서울	서대문구	홍제1동			30∼34	4503
120-853	서울	서대문구	홍제1동			41∼96	4504
120-855	서울	서대문구	홍제1동			141∼157	4505
120-859	서울	서대문구	홍제1동			158∼173	4506
120-858	서울	서대문구	홍제1동			306∼307	4507
120-859	서울	서대문구	홍제1동			308∼332	4508
120-861	서울	서대문구	홍제1동			333∼369	4509
120-861	서울	서대문구	홍제1동			440∼451	4510
120-868	서울	서대문구	홍제1동			456	4511
120-861	서울	서대문구	홍제1동			457∼458	4512
120-868	서울	서대문구	홍제1동			464	4513
120-858	서울	서대문구	홍제1동			466	4514
120-855	서울	서대문구	홍제1동			469	4515
120-861	서울	서대문구	홍제1동			산39∼41	4516
120-091	서울	서대문구	홍제1동				4517
120-787	서울	서대문구	홍제2동		인왕산현대아파트	(101∼111동)	4518
120-786	서울	서대문구	홍제2동		청구아파트	(101∼114동)	4519
120-788	서울	서대문구	홍제2동		홍제원현대아파트	(101∼117동)	4520
120-854	서울	서대문구	홍제2동			11∼24	4521
120-854	서울	서대문구	홍제2동			26∼29	4522
120-854	서울	서대문구	홍제2동			35∼42	4523
120-854	서울	서대문구	홍제2동			102∼140	4524
120-856	서울	서대문구	홍제2동			174∼218	4525
120-854	서울	서대문구	홍제2동			467	4526
120-092	서울	서대문구	홍제2동				4527
120-764	서울	서대문구	홍제3동		문화촌현대아파트		4528
120-785	서울	서대문구	홍제3동		서대문세무서		4529
120-742	서울	서대문구	홍제3동		서울여자간호대학		4530
120-781	서울	서대문구	홍제3동		유원하나아파트		4531
120-743	서울	서대문구	홍제3동		인왕산벽산아파트	(101∼102동)	4532
120-783	서울	서대문구	홍제3동		현대그린아파트		4533
120-852	서울	서대문구	홍제3동			1∼10	4534
120-857	서울	서대문구	홍제3동			219∼274	4535
120-863	서울	서대문구	홍제3동			275∼293	4536
120-857	서울	서대문구	홍제3동			294∼305	4537
120-860	서울	서대문구	홍제3동			370∼391	4538
120-862	서울	서대문구	홍제3동			392∼439	4539
120-867	서울	서대문구	홍제3동			468	4540
120-864	서울	서대문구	홍제3동			산1	4541
120-093	서울	서대문구	홍제3동				4542
120-090	서울	서대문구	홍제동				4543
120-600	서울	서대문구	서대문우체국사서함				4544
120-650	서울	서대문구	서울충정로우체국사서함				4545
137-180	서울	서초구	내곡동				4546
137-761	서울	서초구	반포1동		반포리체아파트	(101∼109동)	4547
137-930	서울	서초구	반포1동		반포자이아파트	(101∼144동)	4548
137-933	서울	서초구	반포1동		삼호가든아파트	(A∼F동)	4549
137-932	서울	서초구	반포1동		삼호가든아파트	(가∼마동)	4550
137-931	서울	서초구	반포1동		삼호가든아파트	(501∼503동)	4551
137-762	서울	서초구	반포1동		서초한양아파트		4552
137-808	서울	서초구	반포1동			701∼715	4553
137-809	서울	서초구	반포1동			716∼729	4554
137-810	서울	서초구	반포1동			730∼748	4555
137-041	서울	서초구	반포1동				4556
137-765	서울	서초구	반포2동		경남아파트		4557
137-764	서울	서초구	반포2동		래미안퍼스티지아파트	(101∼128동)	4558
137-767	서울	서초구	반포2동		신반포한신아파트	(1∼46동)	4559
137-800	서울	서초구	반포2동			1∼17	4560
